O.S.N,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,state_constituency
10,"KANNAN, A.",Independent,237,1,238,0.13,Tamil Nadu-Srivilliputhur
11,"GURUVAIYA, G.",Independent,148,0,148,0.08,Tamil Nadu-Srivilliputhur
12,"THAMARAISELVAM, K.",Independent,163,1,164,0.09,Tamil Nadu-Srivilliputhur
13,"PRABHAKARAN, P.",Independent,201,1,202,0.11,Tamil Nadu-Srivilliputhur
14,"MAHALAKSHMI, M.",Independent,189,2,191,0.1,Tamil Nadu-Srivilliputhur
15,"MUTHULAKSHMI,R.",Independent,362,1,363,0.2,Tamil Nadu-Srivilliputhur
16,NOTA,None of the Above,1642,24,1666,0.9,Tamil Nadu-Srivilliputhur
1,KANDASAMY V.P.,All India Anna Dravida Munnetra Kazhagam,118221,747,118968,49.23,Tamil Nadu-Sulur
2,PREMIER SELVAM (a)KALICHAMY M,Dravida Munnetra Kazhagam,85919,1117,87036,36.02,Tamil Nadu-Sulur
3,ELANGOVAN. G,Naam Tamilar Katchi,14376,50,14426,5.97,Tamil Nadu-Sulur
4,SENTHIL KUMAR. S.A.,Amma Makkal Munnettra Kazagam,4087,24,4111,1.7,Tamil Nadu-Sulur
5,NAGARAJ. K,Ganasangam Party of India,240,1,241,0.1,Tamil Nadu-Sulur
6,RANGANATHAN. A,Makkal Needhi Maiam,12592,66,12658,5.24,Tamil Nadu-Sulur
7,JAGADHEESH. S,My India Party,126,2,128,0.05,Tamil Nadu-Sulur
8,KANDASAMY T,Independent,82,1,83,0.03,Tamil Nadu-Sulur
9,KARTHIKEYAN P,Independent,209,0,209,0.09,Tamil Nadu-Sulur
10,SHANKAR GURU. M,Independent,191,5,196,0.08,Tamil Nadu-Sulur
11,SHANMUGAM R,Independent,112,4,116,0.05,Tamil Nadu-Sulur
12,SENTHIL KUMAR. S.A.P.,Independent,100,1,101,0.04,Tamil Nadu-Sulur
13,SELVA KUMAR D,Independent,213,0,213,0.09,Tamil Nadu-Sulur
14,SELVAN S,Independent,176,1,177,0.07,Tamil Nadu-Sulur
15,PREM KUMAR P,Independent,380,0,380,0.16,Tamil Nadu-Sulur
16,NOTA,None of the Above,2588,22,2610,1.08,Tamil Nadu-Sulur
1,Raja.S.R,Dravida Munnetra Kazhagam,115721,1119,116840,46.93,Tamil Nadu-Tambaram
2,Chinnaiyah.T.K.M,All India Anna Dravida Munnetra Kazhagam,79509,507,80016,32.14,Tamil Nadu-Tambaram
3,Harikrishnan.R,Bahujan Samaj Party,314,3,317,0.13,Tamil Nadu-Tambaram
4,Abdulnazar P A,Tamil Nadu Ilangyar Katchi,1348,3,1351,0.54,Tamil Nadu-Tambaram
5,Elango.Siva,Makkal Needhi Maiam,22466,64,22530,9.05,Tamil Nadu-Tambaram
6,Karikalan.M,Amma Makkal Munnettra Kazagam,4194,13,4207,1.69,Tamil Nadu-Tambaram
7,KAMATCHI U.,Anaithu Makkal Arasiyal Katchi,199,0,199,0.08,Tamil Nadu-Tambaram
8,Sureshkumar.T,Naam Tamilar Katchi,19463,31,19494,7.83,Tamil Nadu-Tambaram
9,Manojkumar A.,Shiv Sena,85,3,88,0.04,Tamil Nadu-Tambaram
10,Ramu A,National Democratic Party of South India,53,3,56,0.02,Tamil Nadu-Tambaram
11,Venkatesan.C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,73,0,73,0.03,Tamil Nadu-Tambaram
12,Justin Charles.P,Republican Party of India (Athawale),64,0,64,0.03,Tamil Nadu-Tambaram
13,Anand Prabhu B.,Independent,122,0,122,0.05,Tamil Nadu-Tambaram
14,Laksmanan N.,Independent,264,0,264,0.11,Tamil Nadu-Tambaram
15,Kannairam.B,Independent,116,1,117,0.05,Tamil Nadu-Tambaram
16,KRISHNA T V N H S R.,Independent,212,3,215,0.09,Tamil Nadu-Tambaram
17,Sigamani S,Independent,247,0,247,0.1,Tamil Nadu-Tambaram
18,Sivaraman.S,Independent,168,1,169,0.07,Tamil Nadu-Tambaram
19,Thangaraj V.,Independent,46,1,47,0.02,Tamil Nadu-Tambaram
20,Balakrishnan G.,Independent,46,0,46,0.02,Tamil Nadu-Tambaram
21,Rathinakumar R.,Independent,149,2,151,0.06,Tamil Nadu-Tambaram
22,Venkatesan Balaji B.,Independent,71,0,71,0.03,Tamil Nadu-Tambaram
23,NOTA,None of the Above,2276,8,2284,0.92,Tamil Nadu-Tambaram
1,SELVA MOHANDAS PANDIAN.S,All India Anna Dravida Munnetra Kazhagam,88271,674,88945,41.54,Tamil Nadu-Tenkasi
2,PALANI NADAR.S,Indian National Congress,87706,1609,89315,41.71,Tamil Nadu-Tenkasi
3,UDHAYAKUMAR.K.M,Anna Dravidar Kazhagam,685,5,690,0.32,Tamil Nadu-Tenkasi
4,CHANDRASEGAR.S,Puthiya Tamilagam,857,21,878,0.41,Tamil Nadu-Tenkasi
5,SURESHKUMAR.S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,119,0,119,0.06,Tamil Nadu-Tenkasi
6,SELVAKUMAR.R,Naam Indiar Party,317,2,319,0.15,Tamil Nadu-Tenkasi
7,THIRUMALAIMUTHU.R,Makkal Needhi Maiam,2169,19,2188,1.02,Tamil Nadu-Tenkasi
8,MOHAMED.S,Amma Makkal Munnettra Kazagam,9839,105,9944,4.64,Tamil Nadu-Tenkasi
9,MUGUNDHAN.K,My India Party,194,1,195,0.09,Tamil Nadu-Tenkasi
10,VINCENTRAJ.R,Naam Tamilar Katchi,15213,123,15336,7.16,Tamil Nadu-Tenkasi
11,JEGANATHAN.M,Anaithu Makkal Puratchi Katchi,409,7,416,0.19,Tamil Nadu-Tenkasi
12,AROKKIYA PRABHU.J,Independent,426,2,428,0.2,Tamil Nadu-Tenkasi
13,DOCTOR. KARUPPASAMY.S,Independent,214,2,216,0.1,Tamil Nadu-Tenkasi
14,PALANIKUMAR.A,Independent,174,1,175,0.08,Tamil Nadu-Tenkasi
15,PALANIMURUGAN.P,Independent,627,1,628,0.29,Tamil Nadu-Tenkasi
16,MADASAMY.A,Independent,1974,4,1978,0.92,Tamil Nadu-Tenkasi
17,RAMESH.R,Independent,684,0,684,0.32,Tamil Nadu-Tenkasi
18,REEGANKUMAR. M,Independent,495,0,495,0.23,Tamil Nadu-Tenkasi
19,NOTA,None of the Above,1146,13,1159,0.54,Tamil Nadu-Tenkasi
1,RAMACHANDRAN.T,Communist Party of India,119621,1020,120641,62.18,Tamil Nadu-Thalli
2,Dr.NAGESH KUMAR.C,Bharatiya Janata Party,64131,284,64415,33.2,Tamil Nadu-Thalli
3,ASHOK KUMAR.V,Indiya Jananayaka Katchi,782,6,788,0.41,Tamil Nadu-Thalli
4,USHA.M,New Generation People’s Party,208,1,209,0.11,Tamil Nadu-Thalli
5,SEKAR.M.V,Amma Makkal Munnettra Kazagam,342,4,346,0.18,Tamil Nadu-Thalli
6,MARY SELVARANI.R,Naam Tamilar Katchi,3760,16,3776,1.95,Tamil Nadu-Thalli
7,RAVI.G,Samajwadi Party,162,0,162,0.08,Tamil Nadu-Thalli
8,JANAKI.G,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,137,1,138,0.07,Tamil Nadu-Thalli
9,KUMAR.M,Independent,419,3,422,0.22,Tamil Nadu-Thalli
10,DEVAPPA@DEVAGOWDA.Y,Independent,219,3,222,0.11,Tamil Nadu-Thalli
11,RAVI MUNISWAMY,Independent,352,1,353,0.18,Tamil Nadu-Thalli
12,VASANTHAMMA.N,Independent,582,2,584,0.3,Tamil Nadu-Thalli
13,NOTA,None of the Above,1963,3,1966,1.01,Tamil Nadu-Thalli
1,"ARIVUDAINAMBI, V.",All India Anna Dravida Munnetra Kazhagam,56173,450,56623,29.06,Tamil Nadu-Thanjavur
2,"DR.RAMANATHAN, P.",Desiya Murpokku Dravida Kazhagam,4190,56,4246,2.18,Tamil Nadu-Thanjavur
3,"KARIKALA CHOLAN, S.",Nationalist Congress Party,274,7,281,0.14,Tamil Nadu-Thanjavur
4,"NEELAMEGAM, T.K.G.",Dravida Munnetra Kazhagam,100786,2986,103772,53.25,Tamil Nadu-Thanjavur
5,"SUNDARAMOHAN, G.",Makkal Needhi Maiam,9600,81,9681,4.97,Tamil Nadu-Thanjavur
6,"SUBADEVI, R.",Naam Tamilar Katchi,17220,146,17366,8.91,Tamil Nadu-Thanjavur
7,"XAVIER, A.",People's Party of India(secular),214,3,217,0.11,Tamil Nadu-Thanjavur
8,"SANTHOSH, M.",Independent,119,3,122,0.06,Tamil Nadu-Thanjavur
9,"SABTHAGIRI, R.",Independent,100,1,101,0.05,Tamil Nadu-Thanjavur
10,"DINESH BABU, D.",Independent,141,1,142,0.07,Tamil Nadu-Thanjavur
11,"BHARATH, B.",Independent,105,5,110,0.06,Tamil Nadu-Thanjavur
12,"VASUKI, N.",Independent,256,4,260,0.13,Tamil Nadu-Thanjavur
13,NOTA,None of the Above,1915,23,1938,0.99,Tamil Nadu-Thanjavur
1,KALYANI.P.L,All India Anna Dravida Munnetra Kazhagam,26602,112,26714,19.98,Tamil Nadu-Thiru-Vi-Ka-Nagar
2,SIVAKUMAR.P,Dravida Munnetra Kazhagam,81283,444,81727,61.13,Tamil Nadu-Thiru-Vi-Ka-Nagar
3,SEKAR.M.P,Desiya Murpokku Dravida Kazhagam,1785,2,1787,1.34,Tamil Nadu-Thiru-Vi-Ka-Nagar
4,BAGAVATH SINGH.M,Bahujan Samaj Party,352,3,355,0.27,Tamil Nadu-Thiru-Vi-Ka-Nagar
5,ILLAVANJI.Dr.R,Naam Tamilar Katchi,10892,29,10921,8.17,Tamil Nadu-Thiru-Vi-Ka-Nagar
6,OBATH.S,Makkal Needhi Maiam,9670,40,9710,7.26,Tamil Nadu-Thiru-Vi-Ka-Nagar
7,PRABHAKARAN.K,Makkalatchi Katchi,78,1,79,0.06,Tamil Nadu-Thiru-Vi-Ka-Nagar
8,RAVIKUMAR.S,Republican Party of India  (Sivaraj),62,0,62,0.05,Tamil Nadu-Thiru-Vi-Ka-Nagar
9,RAVIPARAIYANAR.D,Republican Party of India (Athawale),41,0,41,0.03,Tamil Nadu-Thiru-Vi-Ka-Nagar
10,UDAYA CHANDRAN .R,Independent,76,1,77,0.06,Tamil Nadu-Thiru-Vi-Ka-Nagar
11,KALYANI.K,Independent,128,1,129,0.1,Tamil Nadu-Thiru-Vi-Ka-Nagar
12,KOLANJI.M,Independent,85,0,85,0.06,Tamil Nadu-Thiru-Vi-Ka-Nagar
13,GOVINDARAJ.G,Independent,33,0,33,0.02,Tamil Nadu-Thiru-Vi-Ka-Nagar
14,SANTHANU.S,Independent,38,0,38,0.03,Tamil Nadu-Thiru-Vi-Ka-Nagar
15,SIHAMANI.G,Independent,213,1,214,0.16,Tamil Nadu-Thiru-Vi-Ka-Nagar
16,SUNDAR.G,Independent,144,0,144,0.11,Tamil Nadu-Thiru-Vi-Ka-Nagar
17,SELVAKUMAR.A,Independent,136,0,136,0.1,Tamil Nadu-Thiru-Vi-Ka-Nagar
18,SEKAR.E,Independent,124,1,125,0.09,Tamil Nadu-Thiru-Vi-Ka-Nagar
19,PREMKUMAR.G,Independent,44,0,44,0.03,Tamil Nadu-Thiru-Vi-Ka-Nagar
20,BIRLABOSE.M,Independent,29,0,29,0.02,Tamil Nadu-Thiru-Vi-Ka-Nagar
21,MALATHI.S,Independent,57,0,57,0.04,Tamil Nadu-Thiru-Vi-Ka-Nagar
22,RANGANATHAN.M,Independent,37,0,37,0.03,Tamil Nadu-Thiru-Vi-Ka-Nagar
23,RAMESH BABU.M,Independent,105,1,106,0.08,Tamil Nadu-Thiru-Vi-Ka-Nagar
24,NOTA,None of the Above,1042,4,1046,0.78,Tamil Nadu-Thiru-Vi-Ka-Nagar
1,UDHAYAKUMAR R B,All India Anna Dravida Munnetra Kazhagam,99294,1044,100338,45.51,Tamil Nadu-Thirumangalam
2,MANIMARAN M,Dravida Munnetra Kazhagam,84381,1870,86251,39.12,Tamil Nadu-Thirumangalam
3,ATHI NARAYANAN K,Amma Makkal Munnettra Kazagam,13554,226,13780,6.25,Tamil Nadu-Thirumangalam
4,ARUMUGAM K,Lok Jan Shakti Party,119,3,122,0.06,Tamil Nadu-Thirumangalam
5,SARAL M,Naam Tamilar Katchi,11375,218,11593,5.26,Tamil Nadu-Thirumangalam
6,NIRMAL M,My India Party,119,3,122,0.06,Tamil Nadu-Thirumangalam
7,MARIKANNAN A,National Democratic Party of South India,95,3,98,0.04,Tamil Nadu-Thirumangalam
8,RAMKUMAR M,Makkal Needhi Maiam,2748,27,2775,1.26,Tamil Nadu-Thirumangalam
9,ALAGARSAMY M,Independent,71,0,71,0.03,Tamil Nadu-Thirumangalam
10,KALI A,Independent,44,1,45,0.02,Tamil Nadu-Thirumangalam
11,CHANDRASEKARAN R,Independent,42,2,44,0.02,Tamil Nadu-Thirumangalam
12,THIRALIPANDI N,Independent,78,4,82,0.04,Tamil Nadu-Thirumangalam
13,DURAIPANDI B,Independent,61,1,62,0.03,Tamil Nadu-Thirumangalam
14,BALAMURUGAN N R,Independent,129,2,131,0.06,Tamil Nadu-Thirumangalam
15,MUTHURAJA M,Independent,187,3,190,0.09,Tamil Nadu-Thirumangalam
16,MUTHUVELRAJ P,Independent,501,2,503,0.23,Tamil Nadu-Thirumangalam
17,RAMANATHAN A,Independent,683,1,684,0.31,Tamil Nadu-Thirumangalam
18,RAMANATHAN M,Independent,433,0,433,0.2,Tamil Nadu-Thirumangalam
19,RAMAMOORTHI R,Independent,163,2,165,0.07,Tamil Nadu-Thirumangalam
20,RAJANBABU P,Independent,276,2,278,0.13,Tamil Nadu-Thirumangalam
21,VEERANAN S,Independent,1566,10,1576,0.71,Tamil Nadu-Thirumangalam
22,VEERAMANI V,Independent,41,1,42,0.02,Tamil Nadu-Thirumangalam
23,VAIRASEEMAN G,Independent,64,0,64,0.03,Tamil Nadu-Thirumangalam
24,JEGADEESH KUMAR R,Independent,74,1,75,0.03,Tamil Nadu-Thirumangalam
25,NOTA,None of the Above,958,13,971,0.44,Tamil Nadu-Thirumangalam
1,S.REGUPATHY,Dravida Munnetra Kazhagam,70594,755,71349,41,Tamil Nadu-Thirumayam
2,P.K.VAIRAMUTHU,All India Anna Dravida Munnetra Kazhagam,69595,372,69967,40.2,Tamil Nadu-Thirumayam
3,S. GANDIPAN,My India Party,554,0,554,0.32,Tamil Nadu-Thirumayam
4,R.SIVAKUMAR,Puthiya Tamilagam,236,2,238,0.14,Tamil Nadu-Thirumayam
5,U.SIVARAMAN,Naam Tamilar Katchi,11019,42,11061,6.36,Tamil Nadu-Thirumayam
6,R.THIRUMENI,Makkal Needhi Maiam,1350,6,1356,0.78,Tamil Nadu-Thirumayam
7,S.PURACHIBALAN,Anna Dravidar Kazhagam,74,0,74,0.04,Tamil Nadu-Thirumayam
8,S.MUNIARAJU,Amma Makkal Munnettra Kazagam,1485,18,1503,0.86,Tamil Nadu-Thirumayam
9,C. ALAGU SUBBIAH,Independent,408,4,412,0.24,Tamil Nadu-Thirumayam
10,M.KARTHICK,Independent,65,0,65,0.04,Tamil Nadu-Thirumayam
11,R.SUNDARAM,Independent,69,1,70,0.04,Tamil Nadu-Thirumayam
12,K.SELVAKUMAR,Independent,54,0,54,0.03,Tamil Nadu-Thirumayam
13,M.SELVAKUMAR,Independent,87,0,87,0.05,Tamil Nadu-Thirumayam
14,S.SELVAKUMAR,Independent,109,0,109,0.06,Tamil Nadu-Thirumayam
15,M.SELVAKUMAR,Independent,315,0,315,0.18,Tamil Nadu-Thirumayam
16,K.SELVAKUMAR,Independent,15111,33,15144,8.7,Tamil Nadu-Thirumayam
17,M.SELVAKUMAR,Independent,456,0,456,0.26,Tamil Nadu-Thirumayam
18,M. DURAIRAJAN,Independent,365,0,365,0.21,Tamil Nadu-Thirumayam
19,R. PALANIYAPPAN,Independent,92,0,92,0.05,Tamil Nadu-Thirumayam
20,S.MANIKANDAN,Independent,66,0,66,0.04,Tamil Nadu-Thirumayam
21,AL.MATHIALAGAN,Independent,51,0,51,0.03,Tamil Nadu-Thirumayam
22,MUTHUADAIKKAN @ ADAIKKALAM,Independent,73,1,74,0.04,Tamil Nadu-Thirumayam
23,NOTA,None of the Above,568,1,569,0.33,Tamil Nadu-Thirumayam
1,PONNUTHAI,Communist Party of India  (Marxist),73032,1162,74194,31.46,Tamil Nadu-Thiruparankundram
2,"RAJANCHELLAPPA, V.V.",All India Anna Dravida Munnetra Kazhagam,103059,624,103683,43.96,Tamil Nadu-Thiruparankundram
3,"SAVITHA, R.",Anna MGR Dravida Makkal Kalgam,591,1,592,0.25,Tamil Nadu-Thiruparankundram
4,"DAVID ANNADURAI, K.",Amma Makkal Munnettra Kazagam,10120,70,10190,4.32,Tamil Nadu-Thiruparankundram
5,"BHARANIRAJAN, M.",Makkal Needhi Maiam,16662,88,16750,7.1,Tamil Nadu-Thiruparankundram
6,"PALANIKUMAR, M.",Ambedkar Political Party,173,4,177,0.08,Tamil Nadu-Thiruparankundram
7,"MURUGESAN, A.",My India Party,131,0,131,0.06,Tamil Nadu-Thiruparankundram
8,"RAJAMANI, V.",Namadhu Makkal Katchi,537,1,538,0.23,Tamil Nadu-Thiruparankundram
9,"REVATHY, R.",Naam Tamilar Katchi,22582,140,22722,9.63,Tamil Nadu-Thiruparankundram
10,"ARUMUGAM, V.",Independent,2002,3,2005,0.85,Tamil Nadu-Thiruparankundram
11,"ILANGOVAN, P.",Independent,114,0,114,0.05,Tamil Nadu-Thiruparankundram
12,"UKKRA PANDIYAN, S.",Independent,301,1,302,0.13,Tamil Nadu-Thiruparankundram
13,"KARUNAKARAN, M.",Independent,246,0,246,0.1,Tamil Nadu-Thiruparankundram
14,"SANKAR THAYAL SHARMA, M.",Independent,80,0,80,0.03,Tamil Nadu-Thiruparankundram
15,"SEKAR, S.",Independent,200,0,200,0.08,Tamil Nadu-Thiruparankundram
16,"PACKIYASELVI, K.",Independent,401,1,402,0.17,Tamil Nadu-Thiruparankundram
17,"BALAMURUGAN, R.",Independent,256,1,257,0.11,Tamil Nadu-Thiruparankundram
18,"PILLAI, M.M.",Independent,283,1,284,0.12,Tamil Nadu-Thiruparankundram
19,"MANIKANDAN, S.",Independent,81,1,82,0.03,Tamil Nadu-Thiruparankundram
20,"MOHIDEEN ABDUL KADAR, M.K.",Independent,98,0,98,0.04,Tamil Nadu-Thiruparankundram
21,"MURUGAN, K.R.",Independent,555,7,562,0.24,Tamil Nadu-Thiruparankundram
22,"RADHA (A) GUNASEKARAN, M.",Independent,114,0,114,0.05,Tamil Nadu-Thiruparankundram
23,"RAMACHANDRAN, K.",Independent,52,1,53,0.02,Tamil Nadu-Thiruparankundram
24,NOTA,None of the Above,2039,34,2073,0.88,Tamil Nadu-Thiruparankundram
1,V.K.Pakkiri Ambadkar,Bahujan Samaj Party,1129,6,1135,0.5,Tamil Nadu-Thiruporur
2,Arumugam.K,Pattali Makkal Katchi,91388,619,92007,40.58,Tamil Nadu-Thiruporur
3,Kothandapani.M,Amma Makkal Munnettra Kazagam,7629,33,7662,3.38,Tamil Nadu-Thiruporur
4,S.S.Balaji,Viduthalai Chiruthaigal Katchi,92987,967,93954,41.44,Tamil Nadu-Thiruporur
5,Mohana Sundari.S,Naam Tamilar Katchi,20354,74,20428,9.01,Tamil Nadu-Thiruporur
6,Lavanya.N,Makkal Needhi Maiam,8125,69,8194,3.61,Tamil Nadu-Thiruporur
7,U.Akbar Bhasha,Independent,267,1,268,0.12,Tamil Nadu-Thiruporur
8,M.Duraisamy,Independent,190,3,193,0.09,Tamil Nadu-Thiruporur
9,S.Nataraj,Independent,268,3,271,0.12,Tamil Nadu-Thiruporur
10,D.Ravi,Independent,266,2,268,0.12,Tamil Nadu-Thiruporur
11,A.Joshva,Independent,367,0,367,0.16,Tamil Nadu-Thiruporur
12,NOTA,None of the Above,1971,11,1982,0.87,Tamil Nadu-Thiruporur
1,SURESH KUMAR C,All India Anna Dravida Munnetra Kazhagam,66683,341,67024,36.06,Tamil Nadu-Thiruthuraipoondi
2,MARIMUTHU K,Communist Party of India,95785,1307,97092,52.23,Tamil Nadu-Thiruthuraipoondi
3,AARTHI A,Naam Tamilar Katchi,15300,62,15362,8.26,Tamil Nadu-Thiruthuraipoondi
4,PARIVENTHAN D,All India Samathuva Makhal Katchi,313,2,315,0.17,Tamil Nadu-Thiruthuraipoondi
5,RAJANIKANTH S,Amma Makkal Munnettra Kazagam,3536,19,3555,1.91,Tamil Nadu-Thiruthuraipoondi
6,SIVAPRAKASAM V,Independent,128,1,129,0.07,Tamil Nadu-Thiruthuraipoondi
7,SURESH A K,Independent,184,6,190,0.1,Tamil Nadu-Thiruthuraipoondi
8,SENGUTTUVAN M,Independent,133,3,136,0.07,Tamil Nadu-Thiruthuraipoondi
9,THIRUVARUL SELVI V,Independent,138,1,139,0.07,Tamil Nadu-Thiruthuraipoondi
10,THULASIRAMAN R,Independent,155,0,155,0.08,Tamil Nadu-Thiruthuraipoondi
11,PARAMASIVAM K,Independent,476,0,476,0.26,Tamil Nadu-Thiruthuraipoondi
12,NOTA,None of the Above,1310,3,1313,0.71,Tamil Nadu-Thiruthuraipoondi
1,ASWIN,Bahujan Samaj Party,530,0,530,0.25,Tamil Nadu-Thiruvaiyaru
2,DURAI.CHANDRASEKARAN,Dravida Munnetra Kazhagam,101959,1251,103210,48.82,Tamil Nadu-Thiruvaiyaru
3,"VENKATESAN, S.",Bharatiya Janata Party,49284,276,49560,23.44,Tamil Nadu-Thiruvaiyaru
4,"UTHIRAPATHI, G.",Puthiya Tamilagam,1197,18,1215,0.57,Tamil Nadu-Thiruvaiyaru
5,"KARTHIKEYAN, V.",Amma Makkal Munnettra Kazagam,37310,159,37469,17.72,Tamil Nadu-Thiruvaiyaru
6,"SIVARAMAN, T.","Makkal Sananayaga Kudiyarasu Katchi,",236,0,236,0.11,Tamil Nadu-Thiruvaiyaru
7,"SENTHILNATHAN, D.",Naam Tamilar Katchi,15727,93,15820,7.48,Tamil Nadu-Thiruvaiyaru
8,"BACKIYARAJ, V.",Anaithu Makkal Arasiyal Katchi,252,0,252,0.12,Tamil Nadu-Thiruvaiyaru
9,"VIJAYAKUMAR, S.",Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,255,2,257,0.12,Tamil Nadu-Thiruvaiyaru
10,"SINGARAVADIVEL, S.",Independent,238,2,240,0.11,Tamil Nadu-Thiruvaiyaru
11,"THIRUMARAN, P.S.",Independent,1089,4,1093,0.52,Tamil Nadu-Thiruvaiyaru
12,"RAJKUMAR, R.",Independent,367,1,368,0.17,Tamil Nadu-Thiruvaiyaru
13,NOTA,None of the Above,1173,7,1180,0.56,Tamil Nadu-Thiruvaiyaru
1,"RAAJENDRAN, V.G.",Dravida Munnetra Kazhagam,106316,1393,107709,50.27,Tamil Nadu-Thiruvallur
2,"DOSS, D.",Bahujan Samaj Party,2314,15,2329,1.09,Tamil Nadu-Thiruvallur
3,"RAMANAH, BE VEE",All India Anna Dravida Munnetra Kazhagam,84508,500,85008,39.68,Tamil Nadu-Thiruvallur
4,"GURU, N.",Amma Makkal Munnettra Kazagam,1072,5,1077,0.5,Tamil Nadu-Thiruvallur
5,"PASUPATHY, P.",Naam Tamilar Katchi,14943,85,15028,7.01,Tamil Nadu-Thiruvallur
6,"KUMAR, E.",Independent,132,1,133,0.06,Tamil Nadu-Thiruvallur
7,"SASIKUMAR, J.",Independent,87,0,87,0.04,Tamil Nadu-Thiruvallur
8,"BALA KRISHNAN, N.",Independent,232,0,232,0.11,Tamil Nadu-Thiruvallur
9,"RAMANAN, R.",Independent,97,0,97,0.05,Tamil Nadu-Thiruvallur
10,"RAJENDIRAN, G.",Independent,385,3,388,0.18,Tamil Nadu-Thiruvallur
11,"REVATHI, R.",Independent,281,2,283,0.13,Tamil Nadu-Thiruvallur
12,NOTA,None of the Above,1857,15,1872,0.87,Tamil Nadu-Thiruvallur
1,KALAIVANAN  POONDI  K.,Dravida Munnetra Kazhagam,107540,1366,108906,52.29,Tamil Nadu-Thiruvarur
2,GOMATHI A.,Bahujan Samaj Party,716,4,720,0.35,Tamil Nadu-Thiruvarur
3,PANNERSELVAM A.N.R.,All India Anna Dravida Munnetra Kazhagam,57439,293,57732,27.72,Tamil Nadu-Thiruvarur
4,KABILARASAN  P.,Makkal Needhi Maiam,4034,34,4068,1.95,Tamil Nadu-Thiruvarur
5,THIYAGASUNDARAM N.,Tamil Nadu Ilangyar Katchi,1000,8,1008,0.48,Tamil Nadu-Thiruvarur
6,THIYAGARAJAN  M.,Puthiya Tamilagam,285,8,293,0.14,Tamil Nadu-Thiruvarur
7,NASEEMA BANU M.A.,SOCIAL DEMOCRATIC PARTY OF INDIA,6348,16,6364,3.06,Tamil Nadu-Thiruvarur
8,VINOTHINI R.,Naam Tamilar Katchi,26211,89,26300,12.63,Tamil Nadu-Thiruvarur
9,AMANULLAH R.S.A.,Independent,163,0,163,0.08,Tamil Nadu-Thiruvarur
10,ANBAZHAGAN T.,Independent,101,2,103,0.05,Tamil Nadu-Thiruvarur
11,PANNEERSELVAM J.,Independent,530,1,531,0.25,Tamil Nadu-Thiruvarur
12,MOHAMED HALITH A.,Independent,247,0,247,0.12,Tamil Nadu-Thiruvarur
13,MUTHARASAN S.,Independent,200,2,202,0.1,Tamil Nadu-Thiruvarur
14,NOTA,None of the Above,1646,7,1653,0.79,Tamil Nadu-Thiruvarur
1,ANBIL MAHESH POYYAMOZHI,Dravida Munnetra Kazhagam,103673,1751,105424,53.51,Tamil Nadu-Thiruverumbur
2,P KUMAR,All India Anna Dravida Munnetra Kazhagam,55309,418,55727,28.29,Tamil Nadu-Thiruverumbur
3,S.  SENTHILKUMAR,Desiya Murpokku Dravida Kazhagam,2260,33,2293,1.16,Tamil Nadu-Thiruverumbur
4,MALATHI RAVICHANDRAN,Bahujan Samaj Party,225,1,226,0.11,Tamil Nadu-Thiruverumbur
5,K.M. KARTHIK,Tamil Nadu Ilangyar Katchi,408,5,413,0.21,Tamil Nadu-Thiruverumbur
6,S.SAKTHIVEL,New Generation People’s Party,414,2,416,0.21,Tamil Nadu-Thiruverumbur
7,V CHOLASOORAN,Naam Tamilar Katchi,15628,91,15719,7.98,Tamil Nadu-Thiruverumbur
8,K. PALANISAMY,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,122,1,123,0.06,Tamil Nadu-Thiruverumbur
9,MURUGANANDAM M,Makkal Needhi Maiam,14547,131,14678,7.45,Tamil Nadu-Thiruverumbur
10,S CHARLES,Independent,68,3,71,0.04,Tamil Nadu-Thiruverumbur
11,R. PRIYA,Independent,72,0,72,0.04,Tamil Nadu-Thiruverumbur
12,N. MUNIYANDI,Independent,52,2,54,0.03,Tamil Nadu-Thiruverumbur
13,A. RAJA MOHAMED,Independent,67,0,67,0.03,Tamil Nadu-Thiruverumbur
14,N. RAJU,Independent,88,0,88,0.04,Tamil Nadu-Thiruverumbur
15,JESTIN RAJA,Independent,222,2,224,0.11,Tamil Nadu-Thiruverumbur
16,NOTA,None of the Above,1403,15,1418,0.72,Tamil Nadu-Thiruverumbur
1,"CHEZHIAAN,  GOVI.",Dravida Munnetra Kazhagam,94602,1161,95763,48.26,Tamil Nadu-Thiruvidaimarudur
2,"PURATCHI MANI, M.",Bahujan Samaj Party,1825,14,1839,0.93,Tamil Nadu-Thiruvidaimarudur
3,"UNION VEERAMANI, S.",All India Anna Dravida Munnetra Kazhagam,84703,380,85083,42.87,Tamil Nadu-Thiruvidaimarudur
4,"KANNAIYAN, T.",Communist Party of India  (Marxist-Leninist)  (Liberation),574,2,576,0.29,Tamil Nadu-Thiruvidaimarudur
